Year,State Name,Dist Name,BARLEY HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal)
1987,West Bengal,Midnapur,-1.0,-1.0,-1.0,-1.0,-1.0,195.7
1988,West Bengal,Midnapur,-1.0,-1.0,-1.0,-1.0,-1.0,259.6
1989,West Bengal,Midnapur,-1.0,-1.0,-1.0,-1.0,-1.0,263.5
1966,West Bengal,West Dinajpur,67.3,-1.0,-1.0,-1.0,-1.0,65.0
1967,West Bengal,West Dinajpur,62.33,-1.0,-1.0,-1.0,-1.0,84.54
1968,West Bengal,West Dinajpur,58.3,-1.0,-1.0,-1.0,-1.0,65.88
1969,West Bengal,West Dinajpur,50.34,-1.0,-1.0,-1.0,-1.0,70.35
1970,West Bengal,West Dinajpur,48.0,-1.0,-1.0,-1.0,-1.0,94.0
1971,West Bengal,West Dinajpur,59.0,-1.0,-1.0,-1.0,-1.0,88.8
1972,West Bengal,West Dinajpur,80.2,-1.0,-1.0,-1.0,-1.0,100.7
1973,West Bengal,West Dinajpur,92.0,-1.0,-1.0,-1.0,-1.0,134.4
1974,West Bengal,West Dinajpur,116.7,-1.0,-1.0,-1.0,-1.0,129.4
1975,West Bengal,West Dinajpur,77.5,-1.0,-1.0,-1.0,-1.0,105.2
1976,West Bengal,West Dinajpur,76.3,-1.0,-1.0,-1.0,-1.0,106.3
1977,West Bengal,West Dinajpur,75.0,-1.0,-1.0,-1.0,-1.0,108.3
1978,West Bengal,West Dinajpur,75.0,-1.0,-1.0,-1.0,-1.0,120.0
1979,West Bengal,West Dinajpur,100.4,-1.0,-1.0,-1.0,-1.0,122.8
1980,West Bengal,West Dinajpur,112.7,-1.0,-1.0,-1.0,-1.0,146.8
1981,West Bengal,West Dinajpur,125.5,-1.0,-1.0,-1.0,-1.0,173.7
1982,West Bengal,West Dinajpur,141.4,-1.0,-1.0,-1.0,-1.0,205.7
1983,West Bengal,West Dinajpur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1984,West Bengal,West Dinajpur,200.0,-1.0,-1.0,-1.0,-1.0,-1.0
1985,West Bengal,West Dinajpur,170.0,-1.0,-1.0,-1.0,-1.0,176.1
1986,West Bengal,West Dinajpur,170.0,-1.0,-1.0,-1.0,-1.0,180.7
1987,West Bengal,West Dinajpur,-1.0,-1.0,-1.0,-1.0,-1.0,218.3
1988,West Bengal,West Dinajpur,200.0,-1.0,-1.0,-1.0,-1.0,222.7
1989,West Bengal,West Dinajpur,176.9,-1.0,-1.0,-1.0,-1.0,242.5
1966,Bihar,Champaran,69.7,80.43,85.79,-1.0,93.83,123.32
1967,Bihar,Champaran,59.9,95.5,106.0,-1.0,75.0,86.0
1968,Bihar,Champaran,54.79,59.68,62.79,-1.0,58.0,81.35
1969,Bihar,Champaran,54.0,58.0,60.0,-1.0,70.0,80.5
1970,Bihar,Champaran,40.0,58.0,59.0,-1.0,64.0,78.0
1971,Bihar,Champaran,48.0,48.23,75.02,-1.0,59.0,80.0
1972,Bihar,Champaran,60.0,49.02,68.0,-1.0,75.0,107.0
1973,Bihar,Champaran,97.5,62.0,103.0,-1.0,110.0,170.0
1974,Bihar,Champaran,83.5,112.06,155.0,-1.0,95.0,150.0
1975,Bihar,Champaran,62.61,112.06,104.87,-1.0,73.55,113.98
1976,Bihar,Champaran,70.0,93.38,80.0,-1.0,79.5,110.0
1977,Bihar,Champaran,68.33,102.28,119.85,-1.0,87.73,107.19
1978,Bihar,Champaran,75.0,93.1,113.85,-1.0,99.32,99.37
1979,Bihar,Champaran,83.27,91.78,117.5,-1.0,97.7,112.5
1980,Bihar,Champaran,111.67,122.54,120.91,-1.0,98.49,132.58
1981,Bihar,Champaran,123.33,111.31,136.7,-1.0,112.17,158.55
1982,Bihar,Champaran,141.74,148.13,188.67,-1.0,163.88,192.39
1983,Bihar,Champaran,127.96,160.39,176.2,-1.0,169.53,163.82
1984,Bihar,Champaran,100.85,165.47,180.0,-1.0,177.36,155.82
1985,Bihar,Champaran,117.08,161.72,179.13,-1.0,171.05,174.96
1986,Bihar,Champaran,155.0,172.5,195.0,-1.0,182.5,205.0
1987,Bihar,Champaran,167.5,180.0,202.5,-1.0,221.25,197.5
1988,Bihar,Champaran,177.0,205.0,205.0,-1.0,218.15,222.5
1989,Bihar,Champaran,365.0,410.0,420.0,-1.0,955.0,485.0
1966,Bihar,Muzaffarpur,83.11,90.64,83.05,-1.0,93.83,124.66
1967,Bihar,Muzaffarpur,50.54,107.24,107.24,-1.0,84.91,85.79
1968,Bihar,Muzaffarpur,63.0,65.81,64.34,-1.0,55.0,110.0
1969,Bihar,Muzaffarpur,75.0,65.0,80.0,-1.0,80.0,95.0
1970,Bihar,Muzaffarpur,55.0,85.0,61.0,-1.0,68.0,78.0
1971,Bihar,Muzaffarpur,68.0,80.0,75.0,-1.0,55.0,80.0
1972,Bihar,Muzaffarpur,86.0,81.31,107.0,-1.0,97.0,107.0
1973,Bihar,Muzaffarpur,146.67,127.33,162.0,-1.0,130.0,170.0
1974,Bihar,Muzaffarpur,121.67,147.33,172.5,-1.0,130.0,150.0
1975,Bihar,Muzaffarpur,91.23,147.33,116.71,-1.0,100.65,113.98
1976,Bihar,Muzaffarpur,85.36,82.32,95.15,-1.0,77.23,121.6
1977,Bihar,Muzaffarpur,90.6,102.11,120.4,-1.0,110.36,115.94
1978,Bihar,Muzaffarpur,85.33,92.35,105.28,-1.0,85.85,113.79
1979,Bihar,Muzaffarpur,100.41,106.5,120.6,-1.0,100.46,135.91
1980,Bihar,Muzaffarpur,110.19,112.75,115.83,-1.0,107.85,141.36
1981,Bihar,Muzaffarpur,121.38,133.94,115.79,-1.0,129.12,163.4
1982,Bihar,Muzaffarpur,189.88,139.04,152.41,-1.0,138.45,215.36
1983,Bihar,Muzaffarpur,118.75,165.49,171.7,-1.0,145.21,161.08
1984,Bihar,Muzaffarpur,133.77,156.24,145.0,-1.0,143.52,184.46
1985,Bihar,Muzaffarpur,139.07,158.16,162.75,-1.0,145.14,177.73
1986,Bihar,Muzaffarpur,130.0,180.0,170.0,-1.0,147.5,159.0
1987,Bihar,Muzaffarpur,234.5,177.5,241.3,-1.0,197.3,263.4
1988,Bihar,Muzaffarpur,221.6,186.0,210.0,-1.0,195.5,265.0
1989,Bihar,Muzaffarpur,-1.0,216.0,281.0,-1.0,447.0,245.63
1990,Bihar,Muzaffarpur,-1.0,207.0,284.0,-1.0,225.0,333.0
1991,Bihar,Muzaffarpur,-1.0,278.0,309.0,-1.0,244.0,478.0
1992,Bihar,Muzaffarpur,340.0,-1.0,330.0,-1.0,-1.0,310.0
1993,Bihar,Muzaffarpur,-1.0,315.0,345.0,-1.0,336.0,380.0
1994,Bihar,Muzaffarpur,-1.0,251.0,372.0,-1.0,374.0,417.0
1995,Bihar,Muzaffarpur,390.0,278.0,362.0,-1.0,760.0,420.0
1996,Bihar,Muzaffarpur,388.0,-1.0,418.0,601.0,813.0,468.0
1997,Bihar,Muzaffarpur,429.0,318.0,385.0,-1.0,769.0,499.0
1998,Bihar,Muzaffarpur,-1.0,-1.0,423.0,-1.0,-1.0,501.0
1999,Bihar,Muzaffarpur,525.0,493.0,-1.0,-1.0,-1.0,605.0
2000,Bihar,Muzaffarpur,454.0,545.0,330.0,-1.0,-1.0,501.0
2001,Bihar,Muzaffarpur,471.0,-1.0,314.0,-1.0,-1.0,512.0
2002,Bihar,Muzaffarpur,-1.0,-1.0,372.0,313.0,-1.0,539.0
2003,Bihar,Muzaffarpur,-1.0,354.0,332.0,-1.0,-1.0,548.0
2004,Bihar,Muzaffarpur,446.0,382.0,388.0,-1.0,402.0,628.0
2005,Bihar,Muzaffarpur,512.0,428.0,498.0,-1.0,459.0,790.0
2006,Bihar,Muzaffarpur,-1.0,-1.0,514.0,-1.0,476.0,-1.0
2007,Bihar,Muzaffarpur,-1.0,-1.0,575.0,-1.0,591.0,-1.0
2008,Bihar,Muzaffarpur,775.0,-1.0,616.0,-1.0,633.0,-1.0
2009,Bihar,Muzaffarpur,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0
2010,Bihar,Muzaffarpur,792.0,725.0,845.0,-1.0,846.0,1047.0
2011,Bihar,Muzaffarpur,838.0,795.0,919.0,-1.0,849.0,1070.0
2012,Bihar,Muzaffarpur,1124.0,863.0,1071.0,-1.0,1050.0,1173.0
2013,Bihar,Muzaffarpur,1000.0,935.0,965.0,-1.0,1123.0,1260.0
2014,Bihar,Muzaffarpur,1138.0,1000.0,1099.0,-1.0,1112.0,1271.0
2015,Bihar,Muzaffarpur,1144.0,1260.0,1098.0,-1.0,1045.0,1360.0
2016,Bihar,Muzaffarpur,1155.0,1062.0,1128.0,-1.0,1104.0,1295.0
1966,Bihar,Darbhanga,69.06,77.0,85.34,-1.0,91.08,133.1
1967,Bihar,Darbhanga,63.42,110.15,105.86,-1.0,83.43,95.44
1968,Bihar,Darbhanga,57.7,69.0,65.0,-1.0,50.0,95.5
1969,Bihar,Darbhanga,65.4,59.8,65.0,-1.0,68.0,99.0
1970,Bihar,Darbhanga,64.25,70.32,70.59,-1.0,64.75,99.1
1971,Bihar,Darbhanga,68.8,76.14,77.77,-1.0,65.0,90.0
1972,Bihar,Darbhanga,105.25,70.8,88.96,-1.0,73.92,110.12
1973,Bihar,Darbhanga,145.0,109.67,110.33,-1.0,93.0,168.4
1974,Bihar,Darbhanga,97.33,205.75,191.86,-1.0,110.0,144.25
1975,Bihar,Darbhanga,72.98,205.75,129.81,-1.0,85.16,109.62
1976,Bihar,Darbhanga,106.64,89.68,97.19,-1.0,81.16,128.21
1977,Bihar,Darbhanga,102.27,104.4,118.11,-1.0,86.83,128.41
1978,Bihar,Darbhanga,101.8,100.29,109.93,-1.0,94.62,119.93
1979,Bihar,Darbhanga,99.13,113.25,117.71,-1.0,109.35,128.38
1980,Bihar,Darbhanga,127.72,124.63,137.03,-1.0,107.75,161.93
1981,Bihar,Darbhanga,139.62,140.16,149.73,-1.0,114.53,191.04
1982,Bihar,Darbhanga,139.51,179.65,164.53,-1.0,136.07,213.93
1983,Bihar,Darbhanga,146.42,176.0,187.71,-1.0,165.22,165.95
1984,Bihar,Darbhanga,157.1,169.83,150.08,-1.0,155.18,175.63
1985,Bihar,Darbhanga,154.49,153.68,151.91,-1.0,149.2,180.41
1986,Bihar,Darbhanga,-1.0,127.0,137.0,-1.0,168.5,203.6
1987,Bihar,Darbhanga,-1.0,132.0,144.0,-1.0,193.3,214.2
1988,Bihar,Darbhanga,-1.0,140.0,148.8,-1.0,199.3,230.0
1989,Bihar,Darbhanga,-1.0,136.0,148.75,-1.0,397.5,243.33
1990,Bihar,Darbhanga,-1.0,145.0,179.0,-1.0,222.0,278.0
1991,Bihar,Darbhanga,-1.0,293.0,253.0,-1.0,261.0,411.0
1992,Bihar,Darbhanga,-1.0,304.0,322.0,-1.0,299.0,352.0
1993,Bihar,Darbhanga,-1.0,340.0,341.0,-1.0,-1.0,395.0
1994,Bihar,Darbhanga,-1.0,318.0,302.0,-1.0,375.0,408.0
1995,Bihar,Darbhanga,390.0,359.0,314.0,-1.0,763.0,440.0
1996,Bihar,Darbhanga,388.0,-1.0,368.0,-1.0,825.0,453.0
1997,Bihar,Darbhanga,429.0,379.0,389.0,-1.0,783.0,472.0
1998,Bihar,Darbhanga,-1.0,398.0,403.0,-1.0,-1.0,495.0
1999,Bihar,Darbhanga,-1.0,411.0,423.0,-1.0,-1.0,519.0
2000,Bihar,Darbhanga,-1.0,406.0,422.0,-1.0,-1.0,506.0
2001,Bihar,Darbhanga,471.0,380.0,417.0,-1.0,-1.0,500.0
2002,Bihar,Darbhanga,-1.0,-1.0,397.0,-1.0,-1.0,499.0
2003,Bihar,Darbhanga,-1.0,383.0,424.0,-1.0,-1.0,533.0
2004,Bihar,Darbhanga,446.0,382.0,432.0,-1.0,385.0,515.0
2006,Bihar,Darbhanga,-1.0,-1.0,493.0,-1.0,461.0,850.0
2007,Bihar,Darbhanga,560.0,502.0,558.0,-1.0,355.0,-1.0
2008,Bihar,Darbhanga,-1.0,600.0,594.0,-1.0,641.0,-1.0
2009,Bihar,Darbhanga,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2010,Bihar,Darbhanga,792.0,725.0,845.0,-1.0,846.0,1100.0
2011,Bihar,Darbhanga,838.0,800.0,913.0,-1.0,881.0,1070.0
2012,Bihar,Darbhanga,1128.0,900.0,1100.0,-1.0,1050.0,1200.0
2013,Bihar,Darbhanga,1128.0,935.0,1081.0,-1.0,1050.0,1200.0
2014,Bihar,Darbhanga,1200.0,1000.0,1150.0,-1.0,1184.0,1200.0
2015,Bihar,Darbhanga,1144.0,1066.0,1107.0,-1.0,1114.0,1367.0
2016,Bihar,Darbhanga,1147.0,1062.0,1104.0,-1.0,1075.0,1299.0
1966,Bihar,Saharsa,80.43,70.94,89.01,-1.0,79.09,115.28
1967,Bihar,Saharsa,54.61,88.74,99.19,-1.0,75.87,78.34
1968,Bihar,Saharsa,47.13,49.66,52.33,-1.0,44.43,74.83
1969,Bihar,Saharsa,59.73,59.65,61.87,-1.0,60.15,76.7
1970,Bihar,Saharsa,53.42,64.63,64.81,-1.0,53.39,81.02
1971,Bihar,Saharsa,57.4,77.68,84.04,-1.0,52.29,79.93
1972,Bihar,Saharsa,62.0,75.0,75.0,-1.0,65.0,90.0
1973,Bihar,Saharsa,125.0,95.0,100.0,-1.0,98.0,170.0
1974,Bihar,Saharsa,104.0,156.0,172.0,-1.0,96.0,130.83
1975,Bihar,Saharsa,77.98,156.0,116.38,-1.0,74.32,99.42
1976,Bihar,Saharsa,70.0,82.0,85.7,-1.0,78.5,110.0
1977,Bihar,Saharsa,110.0,88.03,107.02,-1.0,103.09,115.0
1978,Bihar,Saharsa,87.0,105.0,98.0,-1.0,100.0,112.0
1979,Bihar,Saharsa,129.0,104.0,112.0,-1.0,86.0,125.0
1980,Bihar,Saharsa,129.0,110.0,115.0,-1.0,85.0,158.0
1981,Bihar,Saharsa,140.0,140.0,142.0,-1.0,114.0,170.0
1982,Bihar,Saharsa,166.43,156.06,173.23,-1.0,143.3,215.26
1983,Bihar,Saharsa,132.46,169.17,185.88,-1.0,166.3,153.74
1984,Bihar,Saharsa,163.62,176.83,167.7,-1.0,160.86,178.91
1985,Bihar,Saharsa,185.17,173.61,165.76,-1.0,152.27,168.58
1986,Bihar,Saharsa,-1.0,154.0,195.0,-1.0,153.5,186.0
1987,Bihar,Saharsa,194.0,162.8,-1.0,-1.0,180.1,216.0
1988,Bihar,Saharsa,145.0,167.0,187.0,-1.0,149.0,220.0
1989,Bihar,Saharsa,180.0,150.0,175.0,-1.0,417.5,230.0
1990,Bihar,Saharsa,220.0,150.0,227.0,-1.0,221.0,300.0
1991,Bihar,Saharsa,250.0,180.0,272.0,-1.0,267.0,360.0
1992,Bihar,Saharsa,-1.0,250.0,290.0,-1.0,319.0,-1.0
1993,Bihar,Saharsa,-1.0,250.0,308.0,-1.0,301.0,335.0
1994,Bihar,Saharsa,830.0,255.0,310.0,-1.0,315.0,350.0
1995,Bihar,Saharsa,390.0,259.0,294.0,-1.0,321.0,429.0
1996,Bihar,Saharsa,388.0,-1.0,400.0,-1.0,810.0,491.0
1997,Bihar,Saharsa,429.0,358.0,362.0,-1.0,725.0,500.0
1998,Bihar,Saharsa,600.0,300.0,350.0,-1.0,-1.0,500.0
1999,Bihar,Saharsa,-1.0,350.0,400.0,-1.0,-1.0,500.0
2000,Bihar,Saharsa,-1.0,330.0,280.0,-1.0,-1.0,450.0
2001,Bihar,Saharsa,371.0,315.0,325.0,-1.0,-1.0,510.0
2002,Bihar,Saharsa,-1.0,-1.0,350.0,-1.0,-1.0,500.0
2003,Bihar,Saharsa,-1.0,330.0,345.0,-1.0,-1.0,550.0
2004,Bihar,Saharsa,446.0,382.0,446.0,-1.0,402.0,585.0
2005,Bihar,Saharsa,512.0,428.0,502.0,-1.0,462.0,775.0
2006,Bihar,Saharsa,-1.0,-1.0,514.0,-1.0,476.0,-1.0
2007,Bihar,Saharsa,-1.0,-1.0,575.0,-1.0,600.0,-1.0
2008,Bihar,Saharsa,-1.0,600.0,624.0,-1.0,633.0,-1.0
2009,Bihar,Saharsa,-1.0,675.0,-1.0,-1.0,-1.0,1050.0
2010,Bihar,Saharsa,-1.0,725.0,845.0,-1.0,846.0,1047.0
2011,Bihar,Saharsa,-1.0,795.0,913.0,733.0,881.0,1070.0
2012,Bihar,Saharsa,-1.0,863.0,1058.0,-1.0,1027.0,1250.0
2013,Bihar,Saharsa,-1.0,935.0,986.0,-1.0,1116.0,1400.0
2014,Bihar,Saharsa,1138.0,1000.0,983.0,-1.0,1100.0,1200.0
2015,Bihar,Saharsa,1144.0,940.0,1104.0,-1.0,1060.0,1250.0
2016,Bihar,Saharsa,1147.0,1062.0,1108.33,-1.0,1090.0,1265.0
1966,Bihar,Purnea,83.54,55.39,65.23,-1.0,75.84,117.22
1967,Bihar,Purnea,54.0,97.66,111.37,-1.0,78.3,67.45
1968,Bihar,Purnea,51.3,54.0,59.4,-1.0,55.0,62.9
1969,Bihar,Purnea,49.5,45.9,62.9,-1.0,64.8,88.0
1970,Bihar,Purnea,48.0,59.28,64.5,-1.0,65.0,85.0
1971,Bihar,Purnea,45.0,67.55,75.0,-1.0,53.0,72.0
1972,Bihar,Purnea,75.0,68.65,65.0,-1.0,80.0,112.0
1973,Bihar,Purnea,125.0,110.0,110.0,-1.0,121.0,170.0
1974,Bihar,Purnea,125.0,250.0,177.5,-1.0,178.0,140.0
1975,Bihar,Purnea,93.72,250.0,120.1,-1.0,137.81,106.39
1976,Bihar,Purnea,51.0,55.0,95.0,-1.0,100.0,113.33
1977,Bihar,Purnea,67.0,96.27,128.43,-1.0,103.52,114.64
1978,Bihar,Purnea,96.72,94.62,107.16,-1.0,96.02,121.58
1979,Bihar,Purnea,133.33,117.85,132.35,-1.0,108.49,128.67
1980,Bihar,Purnea,127.5,101.43,141.66,-1.0,130.0,154.45
1981,Bihar,Purnea,146.62,106.11,144.3,-1.0,146.94,178.96
1982,Bihar,Purnea,156.08,168.37,165.66,-1.0,169.91,188.57
1983,Bihar,Purnea,118.31,122.33,166.95,-1.0,159.98,159.24
1984,Bihar,Purnea,119.61,123.02,153.41,-1.0,151.3,157.58
1985,Bihar,Purnea,153.74,126.84,153.34,-1.0,152.55,146.86
1986,Bihar,Purnea,123.7,118.2,154.3,-1.0,149.2,173.4
1987,Bihar,Purnea,134.6,117.1,155.6,-1.0,155.4,196.6
1988,Bihar,Purnea,140.0,136.1,156.3,-1.0,160.6,220.4
1989,Bihar,Purnea,147.0,127.4,155.0,-1.0,333.05,202.03
1990,Bihar,Purnea,202.0,137.0,207.0,-1.0,219.0,282.0
1991,Bihar,Purnea,298.0,-1.0,314.0,-1.0,275.0,380.0
1992,Bihar,Purnea,-1.0,-1.0,311.0,-1.0,297.0,316.0
1993,Bihar,Purnea,325.0,-1.0,317.0,-1.0,297.0,364.0
1994,Bihar,Purnea,325.0,-1.0,349.0,-1.0,328.0,398.0
1995,Bihar,Purnea,318.0,-1.0,371.0,-1.0,734.0,430.0
1996,Bihar,Purnea,388.0,-1.0,383.0,-1.0,765.0,491.0
1997,Bihar,Purnea,429.0,358.0,395.0,-1.0,792.0,500.0
1998,Bihar,Purnea,389.0,-1.0,398.0,-1.0,-1.0,540.0
1999,Bihar,Purnea,-1.0,-1.0,460.0,-1.0,-1.0,-1.0
2000,Bihar,Purnea,-1.0,-1.0,356.0,-1.0,-1.0,469.0
2001,Bihar,Purnea,371.0,-1.0,442.0,-1.0,-1.0,524.0
2002,Bihar,Purnea,-1.0,-1.0,363.0,-1.0,-1.0,574.0
2003,Bihar,Purnea,-1.0,354.0,391.0,-1.0,-1.0,588.0
2004,Bihar,Purnea,446.0,382.0,406.0,-1.0,450.0,564.0
2005,Bihar,Purnea,512.0,428.0,448.0,-1.0,479.0,730.0
2006,Bihar,Purnea,-1.0,-1.0,485.0,-1.0,488.0,890.0
2007,Bihar,Purnea,-1.0,-1.0,546.0,-1.0,575.0,950.0
2008,Bihar,Purnea,-1.0,-1.0,616.0,-1.0,644.0,-1.0
2009,Bihar,Purnea,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2010,Bihar,Purnea,792.0,-1.0,845.0,-1.0,846.0,1047.0
2011,Bihar,Purnea,-1.0,-1.0,905.0,-1.0,881.0,1112.0
2012,Bihar,Purnea,-1.0,-1.0,1127.0,-1.0,817.0,1263.0
2013,Bihar,Purnea,-1.0,-1.0,1131.0,-1.0,1100.0,1094.0
2014,Bihar,Purnea,-1.0,-1.0,1076.0,-1.0,1040.0,1395.0
2015,Bihar,Purnea,-1.0,-1.0,1042.0,-1.0,837.0,1326.0
2016,Bihar,Purnea,-1.0,-1.0,1041.0,-1.0,1016.0,1299.0
1966,Bihar,Saran,88.47,61.79,77.8,-1.0,96.0,131.36
1967,Bihar,Saran,69.71,99.19,101.87,-1.0,96.51,93.84
1968,Bihar,Saran,50.0,40.21,58.97,-1.0,64.34,100.0
1969,Bihar,Saran,65.0,60.0,70.0,-1.0,66.0,90.0
1970,Bihar,Saran,50.0,41.0,55.0,-1.0,67.0,85.09
1971,Bihar,Saran,65.0,65.0,70.0,-1.0,60.0,80.0
1972,Bihar,Saran,80.0,60.0,72.0,-1.0,73.0,115.0
1973,Bihar,Saran,140.0,100.0,130.0,-1.0,130.0,160.0
1974,Bihar,Saran,114.82,151.0,169.67,-1.0,130.0,150.0
1975,Bihar,Saran,86.09,151.0,114.8,-1.0,100.65,113.98
1976,Bihar,Saran,91.72,85.9,110.33,-1.0,94.28,116.67
1977,Bihar,Saran,90.52,115.17,123.51,-1.0,116.81,112.6
1978,Bihar,Saran,103.7,84.75,117.59,-1.0,74.52,119.47
1979,Bihar,Saran,105.6,87.96,122.38,-1.0,98.5,125.64
1980,Bihar,Saran,124.87,104.89,126.65,-1.0,96.24,142.48
1981,Bihar,Saran,148.75,99.11,140.82,-1.0,103.71,183.07
1982,Bihar,Saran,161.48,120.84,166.2,-1.0,132.59,211.32
1983,Bihar,Saran,150.14,165.36,175.7,-1.0,153.93,165.15
1984,Bihar,Saran,138.29,164.97,168.6,-1.0,156.49,163.92
1985,Bihar,Saran,155.33,157.92,162.25,-1.0,157.85,182.78
1986,Bihar,Saran,-1.0,-1.0,175.0,-1.0,185.0,180.0
1987,Bihar,Saran,212.0,-1.0,185.0,-1.0,177.5,225.0
1988,Bihar,Saran,175.0,-1.0,185.0,-1.0,195.0,215.0
1989,Bihar,Saran,235.0,250.0,180.0,-1.0,368.0,250.0
1990,Bihar,Saran,275.0,240.0,270.0,-1.0,227.0,300.0
1991,Bihar,Saran,350.0,200.0,391.0,-1.0,290.0,400.0
1992,Bihar,Saran,-1.0,250.0,310.0,-1.0,300.0,370.0
1993,Bihar,Saran,-1.0,-1.0,315.0,-1.0,315.0,420.0
1994,Bihar,Saran,-1.0,450.0,384.0,-1.0,383.0,400.0
1995,Bihar,Saran,390.0,-1.0,444.0,-1.0,746.0,430.0
1996,Bihar,Saran,388.0,-1.0,466.0,-1.0,807.0,504.0
1997,Bihar,Saran,429.0,358.0,395.0,-1.0,841.0,476.0
1998,Bihar,Saran,-1.0,-1.0,398.0,-1.0,-1.0,500.0
1999,Bihar,Saran,-1.0,-1.0,467.0,-1.0,-1.0,508.0
2000,Bihar,Saran,-1.0,-1.0,356.0,-1.0,-1.0,515.0
2001,Bihar,Saran,471.0,-1.0,366.0,-1.0,-1.0,457.0
2002,Bihar,Saran,-1.0,-1.0,397.0,-1.0,-1.0,558.0
2003,Bihar,Saran,-1.0,354.0,445.0,-1.0,-1.0,566.0
2004,Bihar,Saran,446.0,382.0,432.0,-1.0,420.0,612.0
2005,Bihar,Saran,512.0,428.0,488.0,-1.0,440.0,766.0
2006,Bihar,Saran,-1.0,-1.0,514.0,-1.0,476.0,-1.0
2007,Bihar,Saran,-1.0,-1.0,559.0,-1.0,567.0,-1.0
2008,Bihar,Saran,-1.0,-1.0,616.0,-1.0,633.0,-1.0
2009,Bihar,Saran,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2010,Bihar,Saran,-1.0,725.0,845.0,675.0,846.0,1047.0
2011,Bihar,Saran,838.0,795.0,895.0,-1.0,881.0,1070.0
2012,Bihar,Saran,1150.0,863.0,1025.0,-1.0,1027.0,1250.0
2013,Bihar,Saran,1134.0,935.0,1179.0,-1.0,1220.0,1452.0
2014,Bihar,Saran,1138.0,1000.0,1175.0,-1.0,1092.0,1271.0
2015,Bihar,Saran,1144.0,1066.0,1045.0,-1.0,1135.0,1284.0
2016,Bihar,Saran,-1.0,1062.0,1137.33,-1.0,1095.0,1299.0
1966,Bihar,Patna,100.52,72.92,85.79,-1.0,114.93,128.85
1967,Bihar,Patna,72.2,86.86,111.58,-1.0,87.97,93.25
1968,Bihar,Patna,66.76,61.01,69.4,-1.0,58.89,99.22
1969,Bihar,Patna,69.75,63.75,72.43,-1.0,64.15,103.75
1970,Bihar,Patna,63.3,57.92,65.06,-1.0,65.89,89.87
1971,Bihar,Patna,67.02,64.42,60.62,-1.0,68.51,84.53
1972,Bihar,Patna,80.0,74.38,82.45,-1.0,81.52,108.3
1973,Bihar,Patna,122.0,96.25,120.5,-1.0,117.0,171.39
1974,Bihar,Patna,126.0,121.8,166.16,-1.0,135.26,152.0
1975,Bihar,Patna,94.47,121.8,112.43,-1.0,104.72,115.5
1976,Bihar,Patna,101.5,88.04,80.74,-1.0,96.03,121.57
1977,Bihar,Patna,112.23,86.81,109.91,-1.0,133.85,116.1
1978,Bihar,Patna,105.52,92.54,97.88,-1.0,87.55,123.43
1979,Bihar,Patna,114.09,112.76,119.23,-1.0,114.26,138.35
1980,Bihar,Patna,147.29,112.65,126.4,-1.0,94.11,153.56
1981,Bihar,Patna,141.29,115.92,131.1,-1.0,151.13,180.85
1982,Bihar,Patna,165.47,133.17,167.27,-1.0,182.49,221.99
1983,Bihar,Patna,160.61,150.27,182.71,-1.0,219.24,188.72
1984,Bihar,Patna,181.62,164.9,177.27,-1.0,141.23,167.36
1985,Bihar,Patna,176.12,147.73,156.0,-1.0,162.32,171.08
1986,Bihar,Patna,158.0,-1.0,187.0,-1.0,175.0,202.0
1987,Bihar,Patna,183.3,-1.0,199.0,-1.0,177.0,247.1
1988,Bihar,Patna,240.0,181.0,194.0,-1.0,195.0,283.0
1989,Bihar,Patna,-1.0,187.0,211.0,-1.0,401.0,250.0
1990,Bihar,Patna,307.0,205.0,265.0,-1.0,229.0,318.0
1991,Bihar,Patna,348.0,258.0,339.0,-1.0,303.0,408.0
1992,Bihar,Patna,230.0,254.0,323.0,-1.0,331.0,382.0
1993,Bihar,Patna,366.0,-1.0,383.0,-1.0,387.0,409.0
1994,Bihar,Patna,-1.0,512.0,416.0,-1.0,399.0,-1.0
1995,Bihar,Patna,390.0,512.0,379.0,-1.0,376.0,454.0
1996,Bihar,Patna,388.0,-1.0,435.0,-1.0,790.0,491.0
1997,Bihar,Patna,429.0,358.0,422.0,-1.0,799.0,491.0
1998,Bihar,Patna,531.0,-1.0,398.0,-1.0,-1.0,625.0
1999,Bihar,Patna,510.0,-1.0,457.0,-1.0,-1.0,630.0
2000,Bihar,Patna,-1.0,-1.0,356.0,-1.0,-1.0,515.0
2001,Bihar,Patna,378.0,-1.0,366.0,-1.0,-1.0,540.0
2002,Bihar,Patna,-1.0,382.0,397.0,-1.0,-1.0,574.0
2003,Bihar,Patna,-1.0,-1.0,403.0,-1.0,-1.0,594.0
